contig	Length	RR131Jul_Bulk_S47	RR131Oct_Bulk_S12	RR131Oct_vir_S17	RR132Jul_Bulk_S49	RR132July_vir_S9	RR132Oct_Bulk_S20	RR132Oct_vir_S16	RR231Jul_Bulk_S41	RR231July_vir_S32	RR231Oct_Bulk_S40	RR231Oct_vir_S21	RR232Jul_Bulk_S38	RR232Oct_Bulk_S54	RR232Oct_vir_S28	RR451Jul_Bulk_S30	RR451July_vir_S10	RR451Oct_Bulk_S25	RR451Oct_vir_S11	RR452Jul_Bulk_S31	RR452Oct_Bulk_S26	RR452Oct_vir_S6	RR641Jul_Bulk_S58	RR641Oct_Bulk_S50	RR641Oct_vir_S1	RR642Jul_Bulk_S45	RR642July_vir_S5	RR642Oct_Bulk_S51	RR642Oct_vir_S19	RR681Jul_Bulk_S43	RR681July_vir_S24	RR681Oct_Bulk_S57	RR681Oct_vir_S18	RR682Jul_Bulk_S36	RR682Oct_Bulk_S22	RR682Oct_vir_S8	RR891Jul_Bulk_S29	RR891July_vir_S2	RR891Oct_Bulk_S44	RR891Oct_vir_S15	RR892Jul_Bulk_S33	RR892Oct_Bulk_S56	RR892Oct_vir_S23
RR451Oct_vir_S11_L001_virsorter_358	12862	0	0	3.5876	0	0	0	2.0117	0	0	0	4.1518	0	0	2.4008	0	0	0	10.3071	0	0	15.068	0	0	65.7455	0	0	0	5.0789	0	0	0	0	0	0	58.8095	0	0	0	3.5845	0	0	0
RR451Oct_vir_S11_L001_virsorter_359	12782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9707	0	0	3.2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_365	12560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.142	0	0	6.4372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_367	12553	0	0	0	0	0	0	0	0	0	0	14.4021	0	0	6.2423	0	0	0	11.3161	0	0	6.4188	0	0	56.7101	0	2.0123	0	2.1147	0	0	0	6.0451	0	0	116.2243	0	0	0	2.985	0	0	0
RR451Oct_vir_S11_L001_virsorter_368	12539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9323	0	109.3132	0	0	137.3218	0	0	31.0281	0	10.3247	0	1.7761	0	0	0	0	0	0	0	0	22.1388	0	10.1257	0	0	3.1667
RR451Oct_vir_S11_L001_virsorter_369	12423	0	5.7818	47.288	0	29.6144	0	10.7169	0	1.7392	0	0	0	0	0	0	24.1778	4.2458	8.9672	0	0	12.0923	0	0	0	0	14.6003	0	0	0	0	0	0	0	0	1.5627	2.504	21.2331	0	0	0	0	23.5565
RR451Oct_vir_S11_L001_virsorter_370	12408	0	0	14.1702	0	22.0517	0	31.2078	0	0	0	37.9041	0	0	27.3697	0	0	0	16.0808	0	0	17.8569	0	0	119.3549	0	3.8886	0	12.938	0	0	0	9.3928	0	0	578.0903	0	0	0	14.045	0	0	4.5896
RR451Oct_vir_S11_L001_virsorter_372	12347	0	0	4.2956	0	34.0941	0	2.6176	0	0	0	0	0	0	0	0	38.7913	0	13.5351	0	0	30.544	0	0	0	0	8.2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_376	12236	0	0	0	0	0	0	0	0	0	0	12.1886	0	0	0	0	0	0	8.8796	0	0	10.1052	0	0	104.666	0	0	0	0	0	0	0	0	0	0	184.8108	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_378	12107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_380	12088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15	0	8.2617	0	0	5.6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1812	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_382	12064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5442	0	0	1.9035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_39	67440	0	0	4.3427	0	0	0	0	0	0	0	0	0	0	0	0	32.1937	9.624	35.6879	0	3.1005	73.4339	0	0	0	0	7.7535	0	0	0	0	0	0	0	3.9256	1.5993	2.2825	55.9278	0	0	0	0	79.9566
RR451Oct_vir_S11_L001_virsorter_395	11748	0	0	0	0	3.967	0	0	0	0	0	0	0	0	0	0	0	0	26.8795	0	0	0	0	0	3.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_4	15989	0	0	4.2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3842	0	0	9.1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_401	11581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9635	0	0	6.5228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_404	11548	0	0	4.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9893	0	0	3.4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_406	11543	0	0	5.9428	0	0	0	5.1372	0	0	0	7.5887	0	0	3.9464	0	0	0	13.4558	0	0	13.2312	0	0	37.2881	0	2.1766	0	5.0671	0	0	0	3.0705	0	0	138.9012	0	0	0	8.203	0	0	3.6943
RR451Oct_vir_S11_L001_virsorter_407	11507	0	0	3.9917	0	0	0	0	0	0	0	52.0462	0	0	37.2843	0	0	0	26.2891	0	0	99.6184	0	0	490.7652	0	6.0631	0	3.0356	0	0	0	26.459	0	0	223.0517	0	0	0	3.6686	0	0	0
RR451Oct_vir_S11_L001_virsorter_410	11442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0311	0	0	2.7403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_411	11411	0	0	0	0	6.0595	0	2.1848	0	0	0	0	0	0	0	0	25.8799	0	25.4844	0	0	30.0287	0	0	4.3796	0	13.1683	0	0	0	0	0	0	0	0	0	0	57.5497	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_416	11278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8229	0	0	3.5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_419	11124	0	0	9.2364	0	0	0	5.8075	0	0	0	0	0	0	0	0	0	0	28.5679	0	0	31.8037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1117	0	0	0
RR451Oct_vir_S11_L001_virsorter_42	36107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7699	33.5599	0	3.0302	25.9631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0461	0	0	2.8093
RR451Oct_vir_S11_L001_virsorter_420	11113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6624	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_423	11050	0	0	4.5319	0	3.9205	0	0	0	1.7373	2.3201	51.2681	0	0	14.199	0	0	0	15.7107	0	0	10.9661	0	0	152.9222	0	5.6239	0	4.2792	0	0	1.3745	9.9359	0	0	173.6782	0	0	2.3653	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_425	11041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5577	0	8.9912	0	0	7.6036	0	0	23.0412	0	0	0	0	0	0	0	0	0	0	39.068	0	25.2904	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_428	10998	0	0	0	0	0	0	3.3517	0	0	0	0	0	0	0	0	4.7208	0	9.5633	0	0	11.5965	0	0	15.8035	0	0	0	0	0	0	0	0	0	0	8.8945	0	4.4774	0	3.1303	0	0	3.0801
RR451Oct_vir_S11_L001_virsorter_43	40886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5478	0	0	0	0	0	0	0	0	0	2.0869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_431	10833	0	0	3.3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9466	0	0	3.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_432	10829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.3236	0	6.7448	0	2.2232	131.4859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.0327	0	0	0	0	18.2369
RR451Oct_vir_S11_L001_virsorter_433	10806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_434	10725	0	0	2.516	0	5.3105	0	3.4929	0	0	0	0	0	0	0	0	9.6207	0	20.6786	0	0	27.8177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4275	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_435	10688	0	0	6.6947	0	2.2693	0	2.7678	0	0	0	0	0	0	0	0	0	0	16.0568	0	0	15.3378	0	0	4.1926	0	0	0	0	0	0	0	0	0	0	11.3849	0	0	0	2.6107	0	0	0
RR451Oct_vir_S11_L001_virsorter_436	10649	0	0	3.1336	0	0	0	5.7003	0	0	0	0	0	0	19.4827	0	0	0	8.972	0	0	3.3244	0	0	113.3003	0	28.255	0	7.9827	0	3.4192	0	10.5612	0	0	15.112	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_439	10504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.612	0	0	1.6628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_441	10478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_442	10457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3412	0	0	2.1854	0	0	0	0	4.3446	0	0	0	0	0	0	0	0	6.3392	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_443	10450	0	0	2.4848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4156	0	0	5.9176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_445	10399	0	0	2.4465	0	0	0	0	0	0	0	9.2255	0	0	4.3127	0	0	0	23.4236	0	0	29.7554	0	0	97.7512	0	0	0	5.2798	0	0	0	0	0	0	189.8882	0	0	0	2.2562	0	0	0
RR451Oct_vir_S11_L001_virsorter_446	10385	0	0	2.3881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_447	10384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7204	0	0	5.2043	0	0	13.3393	0	0	0	0	0	0	0	0	0	0	10.4981	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_448	10373	0	0	0	0	8.7882	0	0	0	0	0	0	0	0	0	0	50.9714	0	49.6361	0	0	27.299	0	0	105.5552	0	12.251	0	0	0	4.8375	0	0	0	0	7.679	0	29.4784	0	3.0263	0	0	2.7848
RR451Oct_vir_S11_L001_virsorter_449	10365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5407	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_45	66115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0645
RR451Oct_vir_S11_L001_virsorter_450	10350	0	0	2.49	0	6.5176	0	2.5965	0	0	0	0	0	0	0	0	8.6454	0	26.0589	0	0	34.507	0	0	26.5475	0	10.56	0	0	0	0	0	0	0	0	6.2069	0	2.5112	0	3.1163	0	0	0
RR451Oct_vir_S11_L001_virsorter_456	10167	0	0	3.7083	0	0	0	2.2798	0	0	0	0	0	0	0	0	0	0	11.9813	0	0	12.9348	0	0	2.6538	0	0	0	0	0	0	0	0	0	0	2.6409	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_459	10121	0	0	7.3582	0	0	0	3.8892	3.5123	0	0	0	0	0	3.5274	0	0	0	21.0858	0	0	61.8115	0	0	6.6851	0	0	0	0	0	0	0	0	0	0	3.4058	0	0	10.1419	43.3075	0	0	12.9916
RR451Oct_vir_S11_L001_virsorter_462	10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.162	0	28.3041	0	0	64.1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5699	0	1.6078	0	0	0
RR451Oct_vir_S11_L001_virsorter_465	10071	0	0	17.7135	0	4.5373	0	27.9978	0	0	0	0	0	0	0	0	0	0	10.6557	0	0	9.4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_468	10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.5104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_47	99528	0	0	9.5917	0	1.8597	0	6.4075	0	0	0	0	0	0	0	0	2.1724	0	12.3097	0	0	29.7777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9817	0	6.6315	0	0	0
RR451Oct_vir_S11_L001_virsorter_470	10027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0366	0	0	10.6398	0	0	3.1461	0	1.8936	0	0	0	0	0	0	0	0	5.6672	0	0	0	1.7558	0	0	0
RR451Oct_vir_S11_L001_virsorter_471	10013	0	0	0	0	0	0	2.0984	0	0	0	0	0	0	0	0	0	0	11.1381	0	0	13.3422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7287	0	0	0
RR451Oct_vir_S11_L001_virsorter_48	82211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_49	73937	0	0	0	0	5.6175	0	0	0	0	0	0	0	0	0	0	0	0	35.245	0	0	3.0698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_5	15378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_51	66905	0	0	2.3749	0	11.3001	0	5.2475	0	0	0	0	0	0	0	0	29.7337	0	112.0366	0	0	69.4625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.1622	0	2.4377	0	0	5.5122
RR451Oct_vir_S11_L001_virsorter_53	64886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.5216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_55	58142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5756	0	32.5979	0	0	9.9457	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4373	0	14.5872	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_57	56392	0	9.115	76.7478	0	0	2.8167	48.9659	0	0	0	0	0	0	0	0	0	0	120.207	0	0	162.9107	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9367	0	0	25.7393	105.0135	0	0	12.4929
RR451Oct_vir_S11_L001_virsorter_58	55350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_60	53488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.1829	0	18.9591	0	0	36.7177	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9545	0	12.1866	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_66	46571	0	0	7.2245	0	14.3507	0	2.1289	0	0	0	0	0	0	0	0	1.6596	0	16.1099	0	0	11.5865	0	0	0	0	8.5389	0	0	0	0	0	0	0	0	0	0	3.6104	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_72	43256	0	0	3.6006	0	11.2548	0	3.1298	0	0	0	0	0	0	0	0	0	0	12.8794	0	0	9.5066	0	0	1.8187	0	0	0	0	0	0	0	0	0	0	3.2163	0	0	0	1.8424	0	0	0
RR451Oct_vir_S11_L001_virsorter_73	43146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_74	43106	4.7039	27.3409	1109.6176	0	7150.2095	5.9535	620.9255	0	18.2399	0	18.1745	0	0	22.6586	6.8577	5459.8486	1.6825	3798.4668	0	0	3147.7791	0	0	2027.7238	0	1278.0614	0	87.6507	0	46.6753	1.9112	29.8249	0	3.1437	754.403	3.1464	1447.1783	17.5184	477.4946	1.9408	0	83.2903
RR451Oct_vir_S11_L001_virsorter_75	43008	0	0	5.9922	0	106.0544	0	4.9135	0	0	0	0	0	0	0	0	24.2555	0	43.7512	0	0	49.3616	0	0	12.8041	0	29.3351	0	0	0	4.4404	0	0	0	0	3.3838	0	8.4872	0	1.5022	0	0	0
RR451Oct_vir_S11_L001_virsorter_76	42805	0	0	0	0	1.7172	0	0	0	0	0	0	0	0	0	0	0	0	17.6996	0	0	0	0	0	0	0	3.0913	0	0	4.1912	0	0	0	0	0	2.3328	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_77	42178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5796	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_78	42062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0119	0	15.5363	0	0	30.0767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1867	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_79	41636	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9636	0	0	0	19.1553	0	0	4.981	0	0	12.3571	0	23.2108	0	0	0	2.3782	0	0	0	0	7.3547	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_81	41590	0	0	4.3318	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4337	22.6323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_83	41460	0	0	0	0	180.9334	0	4.2132	0	0	0	0	0	0	0	0	26.2597	0	15.9193	0	0	37.0782	0	0	91.4013	0	27.9295	0	0	0	0	0	0	0	0	25.1454	0	15.4581	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_88	40755	0	0	0	0	4.0056	0	0	0	0	0	0	0	0	0	0	6.656	0	10.9928	0	0	6.8727	0	0	0	0	7.3381	0	0	0	0	0	0	0	0	10.7668	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_89	40709	0	0	0	0	4.4253	0	0	0	0	0	0	0	0	0	0	1.4399	0	10.1828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_90	40349	0	0	2.8271	0	3.0315	0	2.3601	0	0	0	7.2308	0	0	7.2235	0	7.9279	0	52.9658	0	0	118.9913	0	0	122.7332	0	15.4289	0	2.3097	0	0	0	0	0	0	63.5484	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_91	40312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3871	0	0	4.0778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9347	0	0	0
RR451Oct_vir_S11_L001_virsorter_94	39944	0	0	0	0	18.5812	0	4.7659	0	0	0	0	0	0	0	0	10.8191	0	15.8475	0	0	14.7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_95	39931	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5237	0	5.5319	0	20.1012	0	0	6.4064	0	0	16.2749	0	42.9231	0	2.1843	0	2.4744	0	0	0	0	8.5076	0	0	0	4.4737	0	0	0
RR451Oct_vir_S11_L001_virsorter_96	38893	0	0	15.1857	0	189.3287	0	21.4059	0	0	0	0	0	0	0	0	209.5871	0	128.1021	0	0	175.0653	0	0	16.642	0	70.9026	0	0	0	0	0	0	0	0	21.6398	0	106.6852	0	1.8459	0	0	18.8122
RR451Oct_vir_S11_L001_virsorter_97	38466	0	0	0	0	12.267	0	0	0	0	0	11.845	0	0	0	0	4.2857	0	11.8062	0	0	8.6897	0	0	18.6795	0	4.0727	0	0	0	0	0	0	0	0	148.321	0	6.8886	0	0	0	0	0
RR451Oct_vir_S11_L001_virsorter_98	38002	0	2.2165	164.8166	0	7.1114	0	156.9817	0	0	0	17.8889	0	0	0	0	6.213	0	1063.0175	0	0	1627.2386	0	0	51.7163	0	10.1472	0	3.185	0	0	0	2.6544	0	0	50.5582	0	3.9435	0	361.4761	0	0	84.9179
RR452Jul_Bulk_S31_L001_virfinder_1	15951	0	0	2.9165	0	2.3497	0	0	0	2.0954	0	0	0	0	0	0	0	0	0	6.4953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5029	0	0	0	0	0
RR452Jul_Bulk_S31_L001_virfinder_4	74481	0	0	0	0	421.8926	0	0	0	0	0	0	0	0	0	0	239.2379	0	0	0	0	56.2146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.47	0	0	0	0	0
RR452Jul_Bulk_S31_L001_virsorter_2	42335	0	0	10.6263	0	2.9736	2.0773	2.3307	0	0	0	0	0	0	0	0	0	0	0	81.9778	0	0	0	0	0	0	1.6558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Jul_Bulk_S31_L001_virsorter_5	26911	0	0	0	0	2.0358	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_Bulk_S26_L001_virfinder_1	11117	0	0	3.2437	0	0	0	5.7043	0	0	0	0	0	0	0	0	1.5095	0	6.2659	0	7.4876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3585
RR452Oct_Bulk_S26_L001_virfinder_3	10789	0	0	2.3335	0	0	0	6.4958	0	0	0	0	0	0	0	0	0	0	5.8626	0	7.6589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9743
RR452Oct_Bulk_S26_L001_virsorter_0	80562	0	0	5.2856	0	5.2617	0	6.601	0	0	0	0	0	0	0	0	10.8092	0	4.9385	0	36.9225	3.6744	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6718	0	0	0	0	0	0	0
RR452Oct_Bulk_S26_L001_virsorter_4	14070	0	0	3.1787	0	0	0	6.6278	0	0	0	0	0	0	0	0	0	0	6.3657	0	11.1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.308
RR452Oct_vir_S6_L001_virfinder_106	24316	0	0	3.7473	0	1.7367	0	3.5704	0	0	0	0	0	0	0	0	0	0	11.2515	0	0	14.5322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9583	0	0	0
RR452Oct_vir_S6_L001_virfinder_108	10399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6786	0	0	9.2484	0	0	17.9566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1597	0	0	0
RR452Oct_vir_S6_L001_virfinder_11	13382	0	0	4.7603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8317	0	0	0	0	12.3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_110	16828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9284	0	13.6536	0	0	14.0253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6258	0	2.46	0	0	0
RR452Oct_vir_S6_L001_virfinder_116	17260	0	0	0	0	5.4241	0	0	0	0	0	0	0	0	0	0	0	0	3.1409	0	0	5.4444	0	0	16.138	0	5.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_118	40041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_121	11002	0	8.6524	48.0443	0	2.3413	0	16.643	0	0	0	7.5688	0	0	3.6384	0	0	0	265.5714	0	0	481.9741	0	0	26.8236	0	0	0	0	0	0	0	16.6192	0	0	32.4882	0	7.5987	6.5023	145.9415	0	0	20.4232
RR452Oct_vir_S6_L001_virfinder_123	11442	0	0	0	0	3.2075	0	0	0	0	0	0	0	0	0	0	0	0	2.16	0	0	7.9301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_130	10927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0806	0	0	14.5104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_137	22003	0	0	0	0	0	0	0	0	4.8502	0	0	0	0	0	0	70.8634	0	3.4116	0	0	10.506	0	0	2.4544	0	32.4713	0	3.1302	0	0	0	0	0	0	4.3463	0	16.1281	0	0	0	0	5.1056
RR452Oct_vir_S6_L001_virfinder_143	11580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_144	16039	0	0	0	0	56.4584	0	0	1.6599	4.9758	0	0	0	0	0	0	130.0167	0	24.4651	0	0	31.4292	0	0	52.2936	0	105.1889	0	0	0	6.0146	0	0	0	0	20.5423	0	51.8594	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_145	13210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7384	0	7.3411	0	0	22.1813	0	0	2.9259	0	2.6536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RR452Oct_vir_S6_L001_virfinder_157	18071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2074	0	0	0	0	14.5273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
